OBJECTID,SITENAME,COMMSITEID,COMMTYPE,COMMSUBTYP,ACREAGE,LASTVISIT,DATA_METHD,DATA_SOURC,DATA_EQUIP,DATA_EDTR,DATA_DATE,ASSOCDATA,SPECIESDAT,COMMENTS,ELCODE,EONMBR,IS_QAQC,GPS_PDOP,GPS_HDOP,GPS_HRZPR,Group_legend,Centroid_X,Centroid_Y,COMLABEL,SHAPE_Length,SHAPE_Area
2112,Pistapaug Mountain,2,Dry Subacidic Forest,Ash/Hickory Glade,1.50072026,,GPS Field Data,Not Applicable,GPS Trimble GeoExplorer3,CT DEP NHS,, ,"wineberry, pycnanthemum sp. (unsure if endangered sp.)", ,CT2G4A1000,0,True,5.6,4.3,1.763,Terrestrial Forested,1004092.16738094,719629.79201886,DSF,1359.70516442177,-65371.3748450407
2113,Pistapaug Mountain,1,Dry Subacidic Forest,Ash/Hickory Glade,3.80019454,,GPS Field Data,Not Applicable,GPS Trimble GeoExplorer3,CT DEP NHS,, ,wineberry, ,CT2G4A1000,0,True,5,2.6,1.551,Terrestrial Forested,1003633.22735395,718100.16253218,DSF,2198.61322677918,-165536.474570683
2114,Fowler Mountain,1,Dry Subacidic Forest,Ash/Hickory Glade,1.50415622,,GPS Field Data,Not Applicable,GPS Trimble GeoExplorer3,CT DEP NHS,, ,box turtle, ,CT2G4A1000,0,True,5.9,3.6,1.539,Terrestrial Forested,1002535.50317144,721684.22163702,DSF,1352.24556843731,-65521.0453482672
2115,Fowler Mountain,2,Dry Subacidic Forest,Ash/Hickory Glade,5.33415925,,GPS Field Data,Not Applicable,GPS Trimble GeoExplorer3,CT DEP NHS,, ,box turtle, ,CT2G4A1000,0,True,6,4.4,1.562,Terrestrial Forested,1002904.79311527,722563.19592893,DSF,2108.65472680145,-232355.97695767
2116,Lamentation Mountain,5,Dry Subacidic Forest,Ash/Hickory Glade,0.35815895,,GPS Field Data,Not Applicable,GPS Trimble GeoExplorer3,CT DEP NHS,, ,microstegium, ,CT2G4A1000,0,True,4.6,3.3,1.566,Terrestrial Forested,997560.9901546,771102.19301085,DSF,510.737540107185,-15601.4040297491
2117,Unnamed CT River Beachshore,52,Beachshore,Riverine,0.57787852,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , ,mainland pendant bar,CE1C3A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,1034000.34116028,780169.19521802,B,1381.24951284391,-25172.3884363711
2118,Unnamed CT River Beachshore,79,Beachshore,Riverine,0.4707924,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , ,"upper sandy mainland shore, mostly under canopy, hard to tell how wide; landward boundary guessed",CE1C3A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,1103105.47558753,685795.13363844,B,3093.07919455209,-20507.7170512725
2119,Nott Island,1,Beachshore,Riverine,0.028751,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , ,"upstream end of island shore; may be in upper intertidal zone",CE1C3A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,1103374.45897344,689465.68961751,B,227.008088324276,-1252.39382443642
2120,Blackberry River near mouth,1,Floodplain Forest,Undifferentiated,107.83602817,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True, , , ,Palustrine Forested,838795.11346127,938264.64608685,FF,18670.4318662737,-4697337.38719353
2121,"Shepaug River, Roxbury",1,Floodplain Forest,Undifferentiated,8.56279876,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,not hydric soil,CT2B1A0000, ,True, , , ,Palustrine Forested,845374.13409586,752201.77280652,FF,3855.08944926557,-372995.514264635
2122,"Shepaug River, Roxbury",2,Floodplain Forest,Undifferentiated,5.29180409,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,not hydric soil,CT2B1A0000, ,True, , , ,Palustrine Forested,846206.45362544,753392.69135643,FF,2069.78091742141,-230510.986188405
2123,"Shepaug River, Roxbury",3,Floodplain Forest,Undifferentiated,15.6823574,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,mostly not hydric soil,CT2B1A0000, ,True, , , ,Palustrine Forested,844222.07865719,755890.76313193,FF,5781.0500071422,-683123.4887
2124,"Shepaug River, Roxbury",4,Floodplain Forest,Undifferentiated,13.07486121,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,not hydric soil,CT2B1A0000, ,True, , , ,Palustrine Forested,843074.50943002,756398.80279827,FF,4594.2981130355,-569540.954682302
2125,Benton Hill Fen,1,Rich Fen,Phragmites,2.14426706,2009/01/01 00:00:00+00,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/20 00:00:00+00,Not Applicable, ,"? may be in part Circumneutral Spring Fen; Moorhead observed Phragmites in distance 2009",CP3A1B1000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,798382.44133402,873001.46755835,RF,1552.29961389833,-93404.2732392713
2126,Laurel Ledge,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.97366102,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, ,"Pinus rigida, Quercus ilicifolia, Betula populifolia",steep bald-pitch pine-scrub oak woodland complex,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,915385.14236752,725286.15701843,AcRSO,832.39196253576,-42412.6740896843
2127,Farmington River,0,Floodplain Forest,High Floodplain,4.9230102,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"using 160' and 168' ft (ACoE 10% & 2% annual probability as lower and upper bounds - 164' may be better upper lim; looks like early successional in imagery",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,980211.21940802,841246.47923119,FF,2947.0110815785,-214446.324380481
2128,Farmington River,0,Floodplain Forest,High Floodplain,2.02807273,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,based on LIDAR 2000 el using 156' -158' as Low/High transition,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,978188.41505469,845347.56223635,FF,1603.01650892603,-88342.8484343036
2129,Farmington River,0,Floodplain Forest,Alluvial Swamp,4.21957237,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,984584.85304918,864499.84053276,FF,2674.90165762255,-183804.572688257
2130,Farmington River,0,Floodplain Forest,Low Floodplain,0.11846503,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,985085.57645718,864340.96158543,FF,492.323343090425,-5160.3369422452
2131,Farmington River,0,Floodplain Forest,Alluvial Swamp,3.55055579,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,984953.21582952,863453.99813626,FF,3571.07534659356,-154662.210547014
2132,West Branch Salmon Brook,0,Beachshore,Riverine,0.03134909,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , , ,CE1C3A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,995348.46439594,897747.87705493,B,230.088787548199,-1365.56673118054
2133,East Branch Salmon Brook,0,Floodplain Forest,Undifferentiated,1.11466974,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,braided channeling in imagery,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,980585.15468376,920150.64655377,FF,1001.81954006793,-48555.014243389
2134,East Branch Salmon Brook,0,Floodplain Forest,Low Floodplain,0.15040626,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,?based on LIDAR 2000 elevation within 2 ft of water elevation,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,980296.62770177,920693.02145327,FF,347.091759963221,-6551.69688435005
2135,Hockanum River,1,Floodplain Forest,Undifferentiated,86.87416419,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"Hydric, encroached on by highways",CT2B1A0000, ,True, , , ,Palustrine Forested,1051401.10130619,847192.66648577,FF,11622.3098792149,-3784238.59245744
2136,Hockanum River,1,Floodplain Forest,Low Floodplain,140.16476995,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"hydric, surrounds a ponded area, very encroached upon",CT2B1A0000, ,True, , , ,Palustrine Forested,1032239.29776636,839858.65753176,FF,32859.8922222992,-6105577.37932962
2137,Hockanum River,1,Floodplain Forest,Undifferentiated,42.13866714,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"Hydric, encroached on by development",CT2B1A0000, ,True, , , ,Palustrine Forested,1036921.93538269,843288.02764152,FF,9462.61593666551,-1835560.34086485
2138,Hockanum River,2,Floodplain Forest,Alluvial Marsh,9.42675284,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,Probably mostly Phragmites,CT2B1A0000, ,True, , , ,Palustrine Non-forested,1037948.58293569,842446.10773743,FF,2737.03095912229,-410629.353774539
2139,Salmon River,3,Intertidal Marsh,Freshwater Marsh,0.92424649,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1B3A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1073944.39906727,738942.56441685,IM,1189.48082530062,-40260.1771166721
2140,Salmon River,5,Intertidal Marsh,Freshwater Marsh,4.73522571,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1B3A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1072188.80907452,739859.06159959,IM,2232.73466703464,-206266.432361328
2141,Pine Brook Marshes,0,Intertidal Marsh,Freshwater Marsh,7.23111857,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1B3A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1070977.3023112,742999.4864211,IM,3645.31320896515,-314987.525084031
2142,Wangunk Meadows,1,Floodplain Forest,Alluvial Marsh,40.49715931,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,1035980.92840645,786652.14616285,FF,8348.82434568199,-1764056.25961812
2143,Wangunk Meadows,2,Floodplain Forest,Alluvial Marsh,88.47741098,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,1038414.20175511,785751.76377727,FF,36219.5396315493,-3854076.0223563
2144,Wangunk Meadows,3,Floodplain Forest,Alluvial Marsh,6.54219441,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,1040158.80817403,784760.73360709,FF,3039.47714898456,-284977.988763042
2145,Mill River,1,Intertidal Marsh,Brackish Marsh,0.9566565,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,unstable due to diking and draining - degrading,CE1B2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,957734.01305019,677375.70756393,IM,1216.44279012616,-41671.9572416376
2146,Bald Peak,0,Acidic Rocky Summit Outcrop,Scrub Oak,1.01332935,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,, , ,scrub oak deciduous woodland,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,805274.85110561,930907.17654985,AcRSO,1080.1341776385,-44140.626738127
2147,Farmington River,0,Floodplain Forest,Undifferentiated,4.1017872,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , ,"?or maybe low floodplain; LIDAR elevation below H/L trans'n on riverside (152') but road and culvert diam's may restrict flooding by river; looks like high floodplain in brid's-eye imagery",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,986542.45412086,876096.73663027,FF,3874.75505498172,-178673.850501386
2148,Farmington River,0,Floodplain Forest,High Floodplain,3.63071167,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"? not mapped as alluvial soil types, but LIDAR 2000 elevation suggest high flood plain",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,973373.50145618,818068.36613868,FF,2239.76034199227,-158153.800696754
2149,Farmington River,0,Floodplain Forest,Alluvial Marsh,0.07300665,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,973558.95154461,820193.73163861,FF,295.227642550411,-3180.16996703675
2150,Farmington River,0,Floodplain Forest,Alluvial Marsh,0.05308341,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,973545.67827719,820069.88018027,FF,309.260835464711,-2312.31364566734
2151,Farmington River,0,Floodplain Forest,Alluvial Marsh,0.11897345,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,972864.03036227,819295.70259477,FF,331.022662097292,-5182.48356656895
2152,Farmington River,0,Floodplain Forest,Alluvial Marsh,0.14544216,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,972870.37090078,819116.86568211,FF,298.652793654319,-6335.46055037604
2153,West Branch Farmington River,0,Floodplain Forest,Low Floodplain,2.55899933,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,based on LIDAR 2000 elevation,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,941969.8592111,879658.39486126,FF,2494.56003778785,-111470.010896711
2154,West Branch Farmington River,0,Floodplain Forest,Undifferentiated,26.90118134,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?complex high floodplain and forest prob. not flooded since 1995 & flood control built; Moorhead observed 16 Apr 2007 flood peak ~1 ft below island interior, ~0.2 mi upstream of S end",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,942560.38460485,877812.93693801,FF,7047.20910346114,-1171815.45940375
2155,Farmington River,0,Floodplain Forest,Undifferentiated,2.41338478,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,Field check needed ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,943289.58163727,874136.14803177,FF,2424.97574950779,-105127.041078919
2156,Farmington River,0,Floodplain Forest,High Floodplain,4.7575322,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,Some areas may not have flooded since 1955 & subsequent flood control,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,953413.66047044,844859.84437976,FF,3959.72065206745,-207238.102748586
2157,Farmington River,0,Floodplain Forest,High Floodplain,18.49405789,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,Some areas may not have flooded since 1955 & subsequent flood control,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,955829.46895901,844109.07258735,FF,9176.73231333064,-805601.162106505
2158,"Farmington River, Rainbow",0,Floodplain Forest,Low Floodplain,0.09040218,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,1005540.71435261,886079.14153417,FF,307.475198948207,-3937.91917589776
2159,"Farmington River, Rainbow",0,Floodplain Forest,Alluvial Marsh,3.77875726,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,1005429.97080769,886075.2593241,FF,3385.85359166605,-164602.666435983
2160,Farmington River,0,Floodplain Forest,Low Floodplain,0.4154474,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,1003628.93668011,885844.88216018,FF,864.156964720573,-18096.8887747198
2161,Farmington River,0,Floodplain Forest,Undifferentiated,38.18542997,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,Complex of Low and High,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,1005754.28971286,886413.06507894,FF,16759.8428520879,-1663357.32988071
2162,Farmington River,0,Floodplain Forest,Low Floodplain,1.15722641,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,1004492.31749928,885060.87454184,FF,1578.57479237707,-50408.7827784501
2163,Benton Hill Fen,3,Rich Fen,Sedge,4.31615489,2009/01/01 00:00:00+00,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/20 00:00:00+00,Not Applicable, ,"?subtype?  Typha angustifolia-dominated, with sedges, Dasiphora floribunda, Swida sericea ~equal abundance; 65-100 cm muck/peat; N boundary uncertain; Moorhead 2009",CP3A1B1000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,798367.99221594,873630.31571009,RF,2905.40993088727,-188011.707226077
2164,Fivemile River,2,Floodplain Forest,Low Floodplain,24.70579271,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2008/11/01 00:00:00+00, , , ,CT2B1A0000, ,True, , , ,Palustrine Forested,1234662.52480885,860960.64715185,FF,9323.08910766192,-1076184.33082391
2165,"Quinebaug River, Thompson",1,Floodplain Forest,Undifferentiated,37.37594539,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2008/11/01 00:00:00+00, , ,field checked by Wahle,CT2B1A0000, ,True, , , ,Palustrine Forested,1216956.14716394,931709.91510185,FF,7007.30129721655,-1628096.18140583
2166,"Quinebaug River, Thompson",3,Floodplain Forest,Low Floodplain,1.80522976,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2008/11/01 00:00:00+00, , ,field checked by Wahle,CT2B1A0000, ,True, , , ,Palustrine Forested,1219265.17010494,929919.72773735,FF,1303.60314879165,-78635.808743807
2167,"Quinebaug River, Thompson",5,Floodplain Forest,Alluvial Swamp,1.47846042,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2008/12/01 00:00:00+00, , ,field checked by Wahle,CT2B1A0000, ,True, , , ,Palustrine Forested,1219168.41570528,930400.94954393,FF,1757.46905322761,-64401.7362400236
2168,Quinebaug R Fabyan Rd DS to Shunway Brk,2,Floodplain Forest,Undifferentiated,6.78621615,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2008/12/01 00:00:00+00, , , ,CT2B1A0000, ,True, , , ,Palustrine Forested,1222242.17366536,929806.25880418,FF,2705.9234513737,-295607.575799246
2169,Quinebaug R Fabyan Rd DS to Shunway Brk,3,Floodplain Forest,Undifferentiated,6.8157415,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2008/12/01 00:00:00+00, , , ,CT2B1A0000, ,True, , , ,Palustrine Forested,1223845.18259844,927988.13908085,FF,2990.98004634251,-296893.70013393
2170,Quinebaug R Fabyan Rd DS to Shunway Brk,4,Floodplain Forest,Undifferentiated,0.84447633,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2008/12/01 00:00:00+00, , , ,CT2B1A0000, ,True, , , ,Palustrine Forested,1223987.66886203,926289.04766276,FF,1258.30185029861,-36785.3890223694
2171,Old Farms Road Site,0,Floodplain Forest,High Floodplain,12.0793271,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, ,Acer saccharum-Fraxinus americana/Carex sprengelii,"called ""OK"" by Moorhead, not mapped as EO in 2002; higher and less rich, oakier than adjacent floodplain forest EOs: Moorhead 2002",CT2B1A0000, ,True, , , ,Palustrine Forested,979759.11762194,845667.76992927,FF,5542.90064936954,-526175.4887488
2172,Farmington River,0,Floodplain Forest,High Floodplain,0.96590884,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"based on LIDAR 2000 el using 156' -158' as Low/High transition, 166' as upper lim of high",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,980656.01674677,842162.29432869,FF,1397.35552321376,-42074.9892463575
2173,Farmington River,0,Floodplain Forest,Low Floodplain,1.61299946,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,based on LIDAR 2000 el using 156' -158' as Low/High transition,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,980768.6418496,843829.06133635,FF,1379.93362587209,-70262.2566120021
2174,Farmington River,0,Floodplain Forest,High Floodplain,0.25082357,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"based on LIDAR 2000 el using 156' -158' as Low/High transition, 166' as upper lim of high",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,980808.83927577,844173.64102776,FF,615.291057451148,-10925.8748733682
2175,Farmington River,0,Floodplain Forest,High Floodplain,2.26742047,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"some clearing of understory by lot owners; mapped based on LIDAR 2000 elevation using 156' -158' as Low/High transition, 166' as upper limit of high",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,980814.96885669,843164.56922702,FF,2981.92378711285,-98768.8358822722
2176,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Pitch Pine,2.66762181,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,? pitch pine and miixed pitch pine-deciduous woodland on rocky brows,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,912535.65462818,725192.85996094,AcRSO,1526.60285943172,-116201.606369073
2177,Tobys Rock Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.1251284,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,scrubby deciduous woodland,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,911255.60535103,724546.6945866,AcRSO,280.428341704555,-5450.59347636649
2178,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.57259716,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,scrubby mixed pitch pine deciduous woodland-bald complex,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,909185.77517311,722635.5802986,AcRSO,604.883020785205,-24942.3325279417
2179,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Pitch Pine,0.89023179,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,pitch pine-scrub oak woodland-bald complex,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,909067.14056785,723097.55411218,AcRSO,1040.50749319852,-38778.4967990417
2180,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Scrub Oak,1.3117591,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,scrubby deciduous woodland-bald complex,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,909121.5056166,723115.73255352,AcRSO,1848.69001598327,-57140.2267168757
2181,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Pitch Pine,0.4118222,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,"? woodland, mixed deciduous & Pinus sp.",CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,908954.4685491,723304.99759493,AcRSO,654.959051678858,-17938.9750560761
2182,Mount Riga,0,Acidic Rocky Summit Outcrop,Pitch Pine,1.74312851,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?pitch pine woodland - bald complex, probably with scrub oak; don't know if pine is all or part pitch",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,803093.20815919,921959.2466111,AcRSO,1592.76367110797,-75930.6779347425
2183,Lions Head,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.40530493,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,810186.89935235,929592.63980884,AcRSO,613.783999435311,-17655.0828923059
2184,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,1.56255103,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,, , ,scrub oak mixed woodland,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,799670.34984743,920934.79229518,AcRSO,1101.50640355319,-68064.7232478585
